Plane_Angle,V_angle,V_mag
90.0,8.182,2.089
90.0,8.438,4.057
90.0,8.571,5.2
90.0,9.0,2.629
90.0,9.0,3.771
90.0,9.231,4.914
90.0,9.31,5.2
90.0,9.643,3.486
90.0,9.73,4.629
90.0,10.0,1.2
90.0,10.0,2.343
90.0,10.0,3.422
90.0,10.286,4.343
90.0,10.714,5.2
90.0,10.8,3.2
90.0,11.25,2.057
90.0,11.25,2.978
90.0,11.25,4.057
90.0,11.538,4.914
90.0,11.739,2.914
90.0,12.0,3.771
90.0,12.162,4.629
90.0,12.857,3.486
90.0,12.857,4.343
90.0,12.857,5.2
90.0,12.857,3.867
90.0,13.5,2.629
90.0,13.846,4.914
90.0,13.846,1.771
90.0,13.846,4.756
90.0,14.062,4.057
90.0,14.4,3.2
90.0,14.595,4.629
90.0,15.0,2.343
90.0,15.0,3.771
90.0,15.0,4.311
90.0,15.0,5.2
90.0,15.429,4.343
90.0,15.517,5.2
90.0,15.652,2.914
90.0,16.071,3.486
90.0,16.154,4.914
90.0,16.364,1.486
90.0,16.875,2.057
90.0,16.875,4.057
90.0,17.027,4.629
90.0,17.143,5.2
90.0,18.0,2.629
90.0,18.0,3.2
90.0,18.0,3.771
90.0,18.0,4.343
90.0,18.462,4.914
90.0,19.286,3.486
90.0,19.286,5.2
90.0,19.459,4.629
90.0,19.565,2.914
90.0,19.688,4.057
90.0,20.0,1.2
90.0,20.0,2.343
90.0,20.0,3.422
90.0,20.571,4.343
90.0,20.769,4.914
90.0,20.769,1.771
90.0,20.769,2.533
90.0,20.769,4.756
90.0,21.0,3.771
90.0,21.429,5.2
90.0,21.429,3.867
90.0,21.6,3.2
90.0,21.724,5.2
90.0,21.892,4.629
90.0,22.5,1.644
90.0,22.5,2.057
90.0,22.5,2.629
90.0,22.5,2.978
90.0,22.5,3.486
90.0,22.5,4.057
90.0,22.5,4.311
90.0,23.077,4.914
90.0,23.143,4.343
90.0,23.478,2.914
90.0,23.571,5.2
90.0,24.0,3.771
90.0,24.324,4.629
90.0,24.545,1.486
90.0,24.545,2.089
90.0,25.0,2.343
90.0,25.2,3.2
90.0,25.312,4.057
90.0,25.385,4.914
90.0,25.714,3.486
90.0,25.714,4.343
90.0,25.714,5.2
90.0,26.757,4.629
90.0,27.0,2.629
90.0,27.0,3.771
90.0,27.391,2.914
90.0,27.692,4.914
90.0,27.692,1.771
90.0,27.692,4.756
90.0,27.857,5.2
90.0,27.931,5.2
90.0,28.125,2.057
90.0,28.125,4.057
90.0,28.286,4.343
90.0,28.8,3.2
90.0,28.929,3.486
90.0,29.189,4.629
90.0,30.0,4.914
90.0,30.0,1.2
90.0,30.0,1.2
90.0,30.0,2.343
90.0,30.0,3.422
90.0,30.0,3.771
90.0,30.0,3.867
90.0,30.0,4.311
90.0,30.0,5.2
90.0,30.857,4.343
90.0,30.938,4.057
90.0,31.304,2.914
90.0,31.5,2.629
90.0,31.622,4.629
90.0,32.143,5.2
90.0,32.143,3.486
90.0,32.308,4.914
90.0,32.4,3.2
90.0,32.727,1.486
90.0,33.0,3.771
90.0,33.429,4.343
90.0,33.75,2.057
90.0,33.75,2.978
90.0,33.75,4.057
90.0,34.054,4.629
90.0,34.138,5.2
90.0,34.286,5.2
90.0,34.615,1.771
90.0,34.615,2.533
90.0,34.615,4.756
90.0,34.615,4.914
90.0,35.0,2.343
90.0,35.217,2.914
90.0,35.357,3.486
90.0,36.0,2.629
90.0,36.0,3.2
90.0,36.0,3.771
90.0,36.0,4.343
90.0,36.429,5.2
90.0,36.486,4.629
90.0,36.562,4.057
90.0,36.923,4.914
90.0,37.5,4.311
90.0,38.571,3.867
90.0,38.571,3.486
90.0,38.571,5.2
90.0,38.571,4.343
90.0,38.919,4.629
90.0,39.0,3.771
90.0,39.13,2.914
90.0,39.231,4.914
90.0,39.375,2.057
90.0,39.375,4.057
90.0,39.6,3.2
90.0,40.0,1.2
90.0,40.0,2.343
90.0,40.0,3.422
90.0,40.345,5.2
90.0,40.5,2.629
90.0,40.714,5.2
90.0,40.909,1.486
90.0,40.909,2.089
90.0,41.143,4.343
90.0,41.351,4.629
90.0,41.538,4.914
90.0,41.538,1.771
90.0,41.538,4.756
90.0,41.786,3.486
90.0,42.0,3.771
90.0,42.188,4.057
90.0,42.857,5.2
90.0,43.043,2.914
90.0,43.2,3.2
90.0,43.714,4.343
90.0,43.784,4.629
90.0,43.846,4.914
90.0,45.0,1.644
90.0,45.0,2.057
90.0,45.0,2.343
90.0,45.0,2.629
90.0,45.0,2.978
90.0,45.0,3.486
90.0,45.0,3.771
90.0,45.0,4.057
90.0,45.0,4.311
90.0,45.0,5.2
90.0,46.154,4.914
90.0,46.216,4.629
90.0,46.286,4.343
90.0,46.552,5.2
90.0,46.8,3.2
90.0,46.957,2.914
90.0,47.143,3.867
90.0,47.143,5.2
90.0,47.812,4.057
90.0,48.0,3.771
90.0,48.214,3.486
90.0,48.462,2.533
90.0,48.462,4.756
90.0,48.462,4.914
90.0,48.462,1.771
90.0,48.649,4.629
90.0,48.857,4.343
90.0,49.091,1.486
90.0,49.286,5.2
90.0,49.5,2.629
90.0,50.0,1.2
90.0,50.0,2.343
90.0,50.0,3.422
90.0,50.4,3.2
90.0,50.625,2.057
90.0,50.625,4.057
90.0,50.769,4.914
90.0,50.87,2.914
90.0,51.0,3.771
90.0,51.081,4.629
90.0,51.429,3.486
90.0,51.429,4.343
90.0,51.429,5.2
90.0,52.5,4.311
90.0,52.759,5.2
90.0,53.077,4.914
90.0,53.438,4.057
90.0,53.514,4.629
90.0,53.571,5.2
90.0,54.0,2.629
90.0,54.0,3.2
90.0,54.0,3.771
90.0,54.0,4.343
90.0,54.643,3.486
90.0,54.783,2.914
90.0,55.0,2.343
90.0,55.385,4.914
90.0,55.385,1.771
90.0,55.385,4.756
90.0,55.714,5.2
90.0,55.714,3.867
90.0,55.946,4.629
90.0,56.25,2.057
90.0,56.25,2.978
90.0,56.25,4.057
90.0,56.571,4.343
90.0,57.0,3.771
90.0,57.273,1.486
90.0,57.273,2.089
90.0,57.6,3.2
90.0,57.692,4.914
90.0,57.857,5.2
90.0,57.857,3.486
90.0,58.378,4.629
90.0,58.5,2.629
90.0,58.696,2.914
90.0,58.966,5.2
90.0,59.062,4.057
90.0,59.143,4.343
90.0,60.0,4.914
90.0,60.0,1.2
90.0,60.0,1.2
90.0,60.0,2.343
90.0,60.0,3.422
90.0,60.0,3.771
90.0,60.0,4.311
90.0,60.0,5.2
90.0,60.811,4.629
90.0,61.071,3.486
90.0,61.2,3.2
90.0,61.714,4.343
90.0,61.875,2.057
90.0,61.875,4.057
90.0,62.143,5.2
90.0,62.308,4.914
90.0,62.308,1.771
90.0,62.308,2.533
90.0,62.308,4.756
90.0,62.609,2.914
90.0,63.0,2.629
90.0,63.0,3.771
90.0,63.243,4.629
90.0,64.286,3.867
90.0,64.286,5.2
90.0,64.286,3.486
90.0,64.286,4.343
90.0,64.615,4.914
90.0,64.688,4.057
90.0,64.8,3.2
90.0,65.0,2.343
90.0,65.172,5.2
90.0,65.455,1.486
90.0,65.676,4.629
90.0,66.0,3.771
90.0,66.429,5.2
90.0,66.522,2.914
90.0,66.857,4.343
90.0,66.923,4.914
90.0,67.5,1.644
90.0,67.5,2.057
90.0,67.5,2.629
90.0,67.5,2.978
90.0,67.5,3.486
90.0,67.5,4.057
90.0,67.5,4.311
90.0,68.108,4.629
90.0,68.4,3.2
90.0,68.571,5.2
90.0,69.0,3.771
90.0,69.231,1.771
90.0,69.231,4.756
90.0,69.231,4.914
90.0,69.429,4.343
90.0,70.0,1.2
90.0,70.0,2.343
90.0,70.0,3.422
90.0,70.312,4.057
90.0,70.435,2.914
90.0,70.541,4.629
90.0,70.714,5.2
90.0,70.714,3.486
90.0,71.379,5.2
90.0,71.538,4.914
90.0,72.0,2.629
90.0,72.0,3.2
90.0,72.0,3.771
90.0,72.0,4.343
90.0,72.857,3.867
90.0,72.857,5.2
90.0,72.973,4.629
90.0,73.125,2.057
90.0,73.125,4.057
90.0,73.636,2.089
90.0,73.636,1.486
90.0,73.846,4.914
90.0,73.929,3.486
90.0,74.348,2.914
90.0,74.571,4.343
90.0,75.0,2.343
90.0,75.0,3.771
90.0,75.0,4.311
90.0,75.0,5.2
90.0,75.405,4.629
90.0,75.6,3.2
90.0,75.938,4.057
90.0,76.154,4.914
90.0,76.154,1.771
90.0,76.154,2.533
90.0,76.154,4.756
90.0,76.5,2.629
90.0,77.143,3.486
90.0,77.143,5.2
90.0,77.143,4.343
90.0,77.586,5.2
90.0,77.838,4.629
90.0,78.0,3.771
90.0,78.261,2.914
90.0,78.462,4.914
90.0,78.75,2.057
90.0,78.75,2.978
90.0,78.75,4.057
90.0,79.2,3.2
90.0,79.286,5.2
90.0,79.714,4.343
90.0,80.0,1.2
90.0,80.0,2.343
90.0,80.0,3.422
135.0,-90.0,1.2
135.0,-90.0,1.644
135.0,-90.0,2.089
135.0,-90.0,2.533
135.0,-90.0,2.978
135.0,-90.0,3.422
135.0,-90.0,3.867
135.0,-90.0,4.311
135.0,-90.0,4.756
135.0,-90.0,5.2
135.0,-85.69,5.2
135.0,-85.192,4.756
135.0,-84.792,4.311
135.0,-84.048,3.867
135.0,-83.056,3.422
135.0,-82.188,2.978
135.0,-81.379,5.2
135.0,-80.385,2.533
135.0,-80.385,4.756
135.0,-79.583,4.311
135.0,-78.636,2.089
135.0,-78.095,3.867
135.0,-77.069,5.2
135.0,-76.111,3.422
135.0,-75.577,4.756
135.0,-74.375,1.644
135.0,-74.375,2.978
135.0,-74.375,4.311
135.0,-72.759,5.2
135.0,-72.143,3.867
135.0,-70.769,2.533
135.0,-70.769,4.756
135.0,-69.167,1.2
135.0,-69.167,4.311
135.0,-69.167,3.422
135.0,-68.448,5.2
135.0,-67.273,2.089
135.0,-66.562,2.978
135.0,-66.19,3.867
135.0,-65.962,4.756
135.0,-64.138,5.2
135.0,-63.958,4.311
135.0,-62.222,3.422
135.0,-61.154,2.533
135.0,-61.154,4.756
135.0,-60.238,3.867
135.0,-59.828,5.2
135.0,-58.75,1.644
135.0,-58.75,2.978
135.0,-58.75,4.311
135.0,-56.346,4.756
135.0,-55.909,2.089
135.0,-55.517,5.2
135.0,-55.278,3.422
135.0,-54.286,3.867
135.0,-53.542,4.311
135.0,-51.538,2.533
135.0,-51.538,4.756
135.0,-51.207,5.2
135.0,-50.938,2.978
135.0,-48.333,1.2
135.0,-48.333,4.311
135.0,-48.333,3.422
135.0,-48.333,3.867
135.0,-46.897,5.2
135.0,-46.731,4.756
135.0,-44.545,2.089
135.0,-43.125,1.644
135.0,-43.125,2.978
135.0,-43.125,4.311
135.0,-42.586,5.2
135.0,-42.381,3.867
135.0,-41.923,2.533
135.0,-41.923,4.756
135.0,-41.389,3.422
135.0,-38.276,5.2
135.0,-37.917,4.311
135.0,-37.115,4.756
135.0,-36.429,3.867
135.0,-35.312,2.978
135.0,-34.444,3.422
135.0,-33.966,5.2
135.0,-33.182,2.089
135.0,-32.708,4.311
135.0,-32.308,2.533
135.0,-32.308,4.756
135.0,-30.476,3.867
135.0,-29.655,5.2
135.0,-27.5,1.2
135.0,-27.5,1.644
135.0,-27.5,2.978
135.0,-27.5,3.422
135.0,-27.5,4.311
135.0,-27.5,4.756
135.0,-25.345,5.2
135.0,-24.524,3.867
135.0,-22.692,2.533
135.0,-22.692,4.756
135.0,-22.292,4.311
135.0,-21.818,2.089
135.0,-21.034,5.2
135.0,-20.556,3.422
135.0,-19.688,2.978
135.0,-18.571,3.867
135.0,-17.885,4.756
135.0,-17.083,4.311
135.0,-16.724,5.2
135.0,-13.611,3.422
135.0,-13.077,2.533
135.0,-13.077,4.756
135.0,-12.619,3.867
135.0,-12.414,5.2
135.0,-11.875,1.644
135.0,-11.875,2.978
135.0,-11.875,4.311
135.0,-10.455,2.089
135.0,-8.269,4.756
135.0,-8.103,5.2
135.0,-6.667,1.2
135.0,-6.667,4.311
135.0,-6.667,3.422
135.0,-6.667,3.867
135.0,-4.062,2.978
135.0,-3.793,5.2
135.0,-3.462,2.533
135.0,-3.462,4.756
135.0,-1.458,4.311
135.0,-0.714,3.867
135.0,0.0,1.2
135.0,0.0,1.486
135.0,0.0,1.771
135.0,0.0,2.057
135.0,0.0,2.343
135.0,0.0,2.629
135.0,0.0,2.914
135.0,0.0,3.2
135.0,0.0,3.486
135.0,0.0,3.771
135.0,0.0,4.057
135.0,0.0,4.343
135.0,0.0,4.629
135.0,0.0,4.914
135.0,0.0,5.2
135.0,0.278,3.422
135.0,0.517,5.2
135.0,0.833,5.2
135.0,0.897,4.914
135.0,0.909,2.089
135.0,0.946,4.629
135.0,1.0,4.343
135.0,1.094,4.057
135.0,1.167,3.771
135.0,1.25,3.486
135.0,1.346,4.756
135.0,1.4,3.2
135.0,1.522,2.914
135.0,1.667,5.2
135.0,1.75,2.629
135.0,1.795,4.914
135.0,1.892,4.629
135.0,1.944,2.343
135.0,2.0,4.343
135.0,2.188,2.057
135.0,2.188,4.057
135.0,2.333,3.771
135.0,2.5,3.486
135.0,2.5,5.2
135.0,2.692,1.771
135.0,2.692,4.914
135.0,2.8,3.2
135.0,2.838,4.629
135.0,3.0,4.343
135.0,3.043,2.914
135.0,3.182,1.486
135.0,3.281,4.057
135.0,3.333,5.2
135.0,3.5,2.629
135.0,3.5,3.771
135.0,3.59,4.914
135.0,3.75,1.644
135.0,3.75,2.978
135.0,3.75,3.486
135.0,3.75,4.311
135.0,3.784,4.629
135.0,3.889,1.2
135.0,3.889,2.343
135.0,4.0,4.343
135.0,4.167,5.2
135.0,4.2,3.2
135.0,4.375,2.057
135.0,4.375,4.057
135.0,4.487,4.914
135.0,4.565,2.914
135.0,4.667,3.771
135.0,4.73,4.629
135.0,4.828,5.2
135.0,5.0,3.486
135.0,5.0,4.343
135.0,5.0,5.2
135.0,5.238,3.867
135.0,5.25,2.629
135.0,5.385,1.771
135.0,5.385,4.914
135.0,5.469,4.057
135.0,5.6,3.2
135.0,5.676,4.629
135.0,5.833,2.343
135.0,5.833,3.771
135.0,5.833,5.2
135.0,6.0,4.343
135.0,6.087,2.914
135.0,6.154,2.533
135.0,6.154,4.756
135.0,6.25,3.486
135.0,6.282,4.914
135.0,6.364,1.486
135.0,6.562,2.057
135.0,6.562,4.057
135.0,6.622,4.629
135.0,6.667,5.2
135.0,7.0,2.629
135.0,7.0,3.2
135.0,7.0,3.771
135.0,7.0,4.343
135.0,7.179,4.914
135.0,7.222,3.422
135.0,7.5,3.486
135.0,7.5,5.2
135.0,7.568,4.629
135.0,7.609,2.914
135.0,7.656,4.057
135.0,7.778,1.2
135.0,7.778,2.343
135.0,8.0,4.343
135.0,8.077,1.771
135.0,8.077,4.914
135.0,8.167,3.771
135.0,8.333,5.2
135.0,8.4,3.2
135.0,8.514,4.629
135.0,8.75,2.057
135.0,8.75,2.629
135.0,8.75,3.486
135.0,8.75,4.057
135.0,8.958,4.311
135.0,8.974,4.914
135.0,9.0,4.343
135.0,9.13,2.914
135.0,9.138,5.2
135.0,9.167,5.2
135.0,9.333,3.771
135.0,9.459,4.629
135.0,9.545,1.486
135.0,9.722,2.343
135.0,9.8,3.2
135.0,9.844,4.057
135.0,9.872,4.914
135.0,10.0,3.486
135.0,10.0,4.343
135.0,10.0,5.2
135.0,10.405,4.629
135.0,10.5,2.629
135.0,10.5,3.771
135.0,10.652,2.914
135.0,10.769,1.771
135.0,10.769,4.914
135.0,10.833,5.2
135.0,10.938,2.057
135.0,10.938,4.057
135.0,10.962,4.756
135.0,11.0,4.343
135.0,11.19,3.867
135.0,11.2,3.2
135.0,11.25,3.486
135.0,11.351,4.629
135.0,11.562,2.978
135.0,11.667,1.2
135.0,11.667,2.343
135.0,11.667,3.771
135.0,11.667,4.914
135.0,11.667,5.2
135.0,12.0,4.343
135.0,12.031,4.057
135.0,12.174,2.914
135.0,12.25,2.629
135.0,12.273,2.089
135.0,12.297,4.629
135.0,12.5,3.486
135.0,12.5,5.2
135.0,12.564,4.914
135.0,12.6,3.2
135.0,12.727,1.486
135.0,12.833,3.771
135.0,13.0,4.343
135.0,13.125,2.057
135.0,13.125,4.057
135.0,13.243,4.629
135.0,13.333,5.2
135.0,13.448,5.2
135.0,13.462,4.914
135.0,13.462,1.771
135.0,13.611,2.343
135.0,13.696,2.914
135.0,13.75,3.486
135.0,14.0,2.629
135.0,14.0,3.2
135.0,14.0,3.771
135.0,14.0,4.343
135.0,14.167,1.2
135.0,14.167,4.311
135.0,14.167,5.2
135.0,14.167,3.422
135.0,14.189,4.629
135.0,14.219,4.057
135.0,14.359,4.914
135.0,15.0,3.486
135.0,15.0,4.343
135.0,15.0,5.2
135.0,15.135,4.629
135.0,15.167,3.771
135.0,15.217,2.914
135.0,15.256,4.914
135.0,15.312,2.057
135.0,15.312,4.057
135.0,15.4,3.2
135.0,15.556,1.2
135.0,15.556,2.343
135.0,15.75,2.629
135.0,15.769,2.533
135.0,15.769,4.756
135.0,15.833,5.2
135.0,15.909,1.486
135.0,16.0,4.343
135.0,16.081,4.629
135.0,16.154,1.771
135.0,16.154,4.914
135.0,16.25,3.486
135.0,16.333,3.771
135.0,16.406,4.057
135.0,16.667,5.2
135.0,16.739,2.914
135.0,16.8,3.2
135.0,17.0,4.343
135.0,17.027,4.629
135.0,17.051,4.914
135.0,17.143,3.867
135.0,17.5,2.057
135.0,17.5,2.343
135.0,17.5,2.629
135.0,17.5,3.486
135.0,17.5,3.771
135.0,17.5,4.057
135.0,17.5,5.2
135.0,17.759,5.2
135.0,17.949,4.914
135.0,17.973,4.629
135.0,18.0,4.343
135.0,18.2,3.2
135.0,18.261,2.914
135.0,18.333,5.2
135.0,18.594,4.057
135.0,18.667,3.771
135.0,18.75,3.486
135.0,18.846,1.771
135.0,18.846,4.914
135.0,18.919,4.629
135.0,19.0,4.343
135.0,19.091,1.486
135.0,19.167,5.2
135.0,19.25,2.629
135.0,19.375,1.644
135.0,19.375,2.978
135.0,19.375,4.311
135.0,19.444,1.2
135.0,19.444,2.343
135.0,19.6,3.2
135.0,19.688,2.057
135.0,19.688,4.057
135.0,19.744,4.914
135.0,19.783,2.914
135.0,19.833,3.771
135.0,19.865,4.629
135.0,20.0,3.486
135.0,20.0,4.343
135.0,20.0,5.2
135.0,20.577,4.756
135.0,20.641,4.914
135.0,20.781,4.057
135.0,20.811,4.629
135.0,20.833,5.2
135.0,21.0,2.629
135.0,21.0,3.2
135.0,21.0,3.771
135.0,21.0,4.343
135.0,21.111,3.422
135.0,21.25,3.486
135.0,21.304,2.914
135.0,21.389,2.343
135.0,21.538,1.771
135.0,21.538,4.914
135.0,21.667,5.2
135.0,21.757,4.629
135.0,21.875,2.057
135.0,21.875,4.057
135.0,22.0,4.343
135.0,22.069,5.2
135.0,22.167,3.771
135.0,22.273,1.486
135.0,22.4,3.2
135.0,22.436,4.914
135.0,22.5,3.486
135.0,22.5,5.2
135.0,22.703,4.629
135.0,22.75,2.629
135.0,22.826,2.914
135.0,22.969,4.057
135.0,23.0,4.343
135.0,23.095,3.867
135.0,23.333,1.2
135.0,23.333,2.343
135.0,23.333,3.771
135.0,23.333,4.914
135.0,23.333,5.2
135.0,23.636,2.089
135.0,23.649,4.629
135.0,23.75,3.486
135.0,23.8,3.2
135.0,24.0,4.343
135.0,24.062,2.057
135.0,24.062,4.057
135.0,24.167,5.2
135.0,24.231,4.914
135.0,24.231,1.771
135.0,24.348,2.914
135.0,24.5,2.629
135.0,24.5,3.771
135.0,24.583,4.311
135.0,24.595,4.629
135.0,25.0,3.486
135.0,25.0,4.343
135.0,25.0,5.2
135.0,25.128,4.914
135.0,25.156,4.057
135.0,25.2,3.2
135.0,25.278,2.343
135.0,25.385,2.533
135.0,25.385,4.756
135.0,25.455,1.486
135.0,25.541,4.629
135.0,25.667,3.771
135.0,25.833,5.2
135.0,25.87,2.914
135.0,26.0,4.343
135.0,26.026,4.914
135.0,26.25,2.057
135.0,26.25,2.629
135.0,26.25,3.486
135.0,26.25,4.057
135.0,26.379,5.2
135.0,26.486,4.629
135.0,26.6,3.2
135.0,26.667,5.2
135.0,26.833,3.771
135.0,26.923,4.914
135.0,26.923,1.771
135.0,27.0,4.343
135.0,27.188,2.978
135.0,27.222,1.2
135.0,27.222,2.343
135.0,27.344,4.057
135.0,27.391,2.914
135.0,27.432,4.629
135.0,27.5,3.486
135.0,27.5,5.2
135.0,27.821,4.914
135.0,28.0,2.629
135.0,28.0,3.2
135.0,28.0,3.771
135.0,28.0,4.343
135.0,28.056,3.422
135.0,28.333,5.2
135.0,28.378,4.629
135.0,28.438,2.057
135.0,28.438,4.057
135.0,28.636,1.486
135.0,28.718,4.914
135.0,28.75,3.486
135.0,28.913,2.914
135.0,29.0,4.343
135.0,29.048,3.867
135.0,29.167,2.343
135.0,29.167,3.771
135.0,29.167,5.2
135.0,29.324,4.629
135.0,29.4,3.2
135.0,29.531,4.057
135.0,29.615,1.771
135.0,29.615,4.914
135.0,29.75,2.629
135.0,29.792,4.311
135.0,30.0,3.486
135.0,30.0,4.343
135.0,30.0,5.2
135.0,30.192,4.756
135.0,30.27,4.629
135.0,30.333,3.771
135.0,30.435,2.914
135.0,30.513,4.914
135.0,30.625,2.057
135.0,30.625,4.057
135.0,30.69,5.2
135.0,30.8,3.2
135.0,30.833,5.2
135.0,31.0,4.343
135.0,31.111,1.2
135.0,31.111,2.343
135.0,31.216,4.629
135.0,31.25,3.486
135.0,31.41,4.914
135.0,31.5,2.629
135.0,31.5,3.771
135.0,31.667,5.2
135.0,31.719,4.057
135.0,31.818,1.486
135.0,31.957,2.914
135.0,32.0,4.343
135.0,32.162,4.629
135.0,32.2,3.2
135.0,32.308,1.771
135.0,32.308,4.914
135.0,32.5,3.486
135.0,32.5,5.2
135.0,32.667,3.771
135.0,32.812,2.057
135.0,32.812,4.057
135.0,33.0,4.343
135.0,33.056,2.343
135.0,33.108,4.629
135.0,33.205,4.914
135.0,33.25,2.629
135.0,33.333,5.2
135.0,33.478,2.914
135.0,33.6,3.2
135.0,33.75,3.486
135.0,33.833,3.771
135.0,33.906,4.057
135.0,34.0,4.343
135.0,34.054,4.629
135.0,34.103,4.914
135.0,34.167,5.2
135.0,35.0,1.2
135.0,35.0,1.2
135.0,35.0,1.486
135.0,35.0,1.644
135.0,35.0,1.771
135.0,35.0,2.057
135.0,35.0,2.089
135.0,35.0,2.343
135.0,35.0,2.533
135.0,35.0,2.629
135.0,35.0,2.914
135.0,35.0,2.978
135.0,35.0,3.2
135.0,35.0,3.422
135.0,35.0,3.486
135.0,35.0,3.771
135.0,35.0,3.867
135.0,35.0,4.057
135.0,35.0,4.311
135.0,35.0,4.343
135.0,35.0,4.629
135.0,35.0,4.756
135.0,35.0,4.914
135.0,35.0,5.2
135.0,35.0,5.2
180.0,-90.0,1.2
180.0,-90.0,1.644
180.0,-90.0,2.089
180.0,-90.0,2.533
180.0,-90.0,2.978
180.0,-90.0,3.422
180.0,-90.0,3.867
180.0,-90.0,4.311
180.0,-90.0,4.756
180.0,-90.0,5.2
180.0,-87.241,5.2
180.0,-86.923,4.756
180.0,-86.667,4.311
180.0,-86.19,3.867
180.0,-85.556,3.422
180.0,-85.0,2.978
180.0,-84.483,5.2
180.0,-83.846,2.533
180.0,-83.846,4.756
180.0,-83.333,4.311
180.0,-82.727,2.089
180.0,-82.381,3.867
180.0,-81.724,5.2
180.0,-81.111,3.422
180.0,-80.769,4.756
180.0,-80.0,1.644
180.0,-80.0,2.978
180.0,-80.0,4.311
180.0,-78.966,5.2
180.0,-78.571,3.867
180.0,-77.692,2.533
180.0,-77.692,4.756
180.0,-76.667,1.2
180.0,-76.667,3.422
180.0,-76.667,4.311
180.0,-76.207,5.2
180.0,-75.455,2.089
180.0,-75.0,2.978
180.0,-74.762,3.867
180.0,-74.615,4.756
180.0,-73.448,5.2
180.0,-73.333,4.311
180.0,-72.222,3.422
180.0,-71.538,2.533
180.0,-71.538,4.756
180.0,-70.952,3.867
180.0,-70.69,5.2
180.0,-70.0,1.644
180.0,-70.0,2.978
180.0,-70.0,4.311
180.0,-68.462,4.756
180.0,-68.182,2.089
180.0,-67.931,5.2
180.0,-67.778,3.422
180.0,-67.143,3.867
180.0,-66.667,4.311
180.0,-65.385,2.533
180.0,-65.385,4.756
180.0,-65.172,5.2
180.0,-65.0,2.978
180.0,-63.333,3.867
180.0,-63.333,1.2
180.0,-63.333,3.422
180.0,-63.333,4.311
180.0,-62.414,5.2
180.0,-62.308,4.756
180.0,-60.909,2.089
180.0,-60.0,1.644
180.0,-60.0,2.978
180.0,-60.0,4.311
180.0,-59.655,5.2
180.0,-59.524,3.867
180.0,-59.231,2.533
180.0,-59.231,4.756
180.0,-58.889,3.422
180.0,-56.897,5.2
180.0,-56.667,4.311
180.0,-56.154,4.756
180.0,-55.714,3.867
180.0,-55.0,2.978
180.0,-54.444,3.422
180.0,-54.138,5.2
180.0,-53.636,2.089
180.0,-53.333,4.311
180.0,-53.077,2.533
180.0,-53.077,4.756
180.0,-51.905,3.867
180.0,-51.379,5.2
180.0,-50.0,1.2
180.0,-50.0,1.644
180.0,-50.0,2.978
180.0,-50.0,3.422
180.0,-50.0,4.311
180.0,-50.0,4.756
180.0,-48.621,5.2
180.0,-48.095,3.867
180.0,-46.923,2.533
180.0,-46.923,4.756
180.0,-46.667,4.311
180.0,-46.364,2.089
180.0,-45.862,5.2
180.0,-45.556,3.422
180.0,-45.0,2.978
180.0,-44.286,3.867
180.0,-43.846,4.756
180.0,-43.333,4.311
180.0,-43.103,5.2
180.0,-41.111,3.422
180.0,-40.769,2.533
180.0,-40.769,4.756
180.0,-40.476,3.867
180.0,-40.345,5.2
180.0,-40.0,1.644
180.0,-40.0,2.978
180.0,-40.0,4.311
180.0,-39.091,2.089
180.0,-37.692,4.756
180.0,-37.586,5.2
180.0,-36.667,3.867
180.0,-36.667,1.2
180.0,-36.667,3.422
180.0,-36.667,4.311
180.0,-35.0,2.978
180.0,-34.828,5.2
180.0,-34.615,2.533
180.0,-34.615,4.756
180.0,-33.333,4.311
180.0,-32.857,3.867
180.0,-32.222,3.422
180.0,-32.069,5.2
180.0,-31.818,2.089
180.0,-31.538,4.756
180.0,-30.0,1.644
180.0,-30.0,2.978
180.0,-30.0,4.311
180.0,-29.31,5.2
180.0,-29.048,3.867
180.0,-28.462,2.533
180.0,-28.462,4.756
180.0,-27.778,3.422
180.0,-26.667,4.311
180.0,-26.552,5.2
180.0,-25.385,4.756
180.0,-25.238,3.867
180.0,-25.0,2.978
180.0,-24.545,2.089
180.0,-23.793,5.2
180.0,-23.333,1.2
180.0,-23.333,3.422
180.0,-23.333,4.311
180.0,-22.308,2.533
180.0,-22.308,4.756
180.0,-21.429,3.867
180.0,-21.034,5.2
180.0,-20.0,1.644
180.0,-20.0,2.978
180.0,-20.0,4.311
180.0,-19.231,4.756
180.0,-18.889,3.422
180.0,-18.276,5.2
180.0,-17.619,3.867
180.0,-17.273,2.089
180.0,-16.667,4.311
180.0,-16.154,2.533
180.0,-16.154,4.756
180.0,-15.517,5.2
180.0,-15.0,2.978
180.0,-14.444,3.422
180.0,-13.81,3.867
180.0,-13.333,4.311
180.0,-13.077,4.756
180.0,-12.759,5.2
180.0,-10.0,1.2
180.0,-10.0,1.644
180.0,-10.0,2.089
180.0,-10.0,2.533
180.0,-10.0,2.978
180.0,-10.0,3.422
180.0,-10.0,3.867
180.0,-10.0,4.311
180.0,-10.0,4.756
180.0,-10.0,5.2
180.0,0.0,1.2
180.0,0.0,1.486
180.0,0.0,1.771
180.0,0.0,2.057
180.0,0.0,2.343
180.0,0.0,2.629
180.0,0.0,2.914
180.0,0.0,3.2
180.0,0.0,3.486
180.0,0.0,3.771
180.0,0.0,4.057
